date,entropy,confidence
2015-07-03,8.872727744513447e-12,0.9999999999997726
2015-07-06,2.0357738099936348e-12,1.0
2015-07-07,2.586282143863175e-12,1.0
2015-07-08,7.472519007895449e-10,0.9999999999704414
2015-07-09,3.1600790130709172e-12,1.0
2015-07-10,4.548541240927107e-12,0.9999999999997726
2015-07-13,6.234636328841048e-11,0.9999999999977263
2015-07-14,1.204838755978328e-09,0.9999999999515694
2015-07-15,3.8414630165663925e-10,0.9999999999852207
2015-07-16,3.477992407773866e-09,0.9999999998535714
2015-07-17,9.445451220485198e-10,0.999999999962256
2015-07-20,2.0178079615404656e-09,0.9999999999165539
2015-07-21,4.103845657593158e-09,0.9999999998251496
2015-07-22,1.4649774064781883e-08,0.9999999993585789
2015-07-23,1.1268076242409287e-10,0.9999999999959073
2015-07-24,1.2574717041419306e-11,0.9999999999995453
2015-07-27,1.4733206240163648e-11,0.9999999999995453
2015-07-28,2.456682086698773e-12,1.0
2015-07-29,5.832205264002131e-12,0.9999999999997726
2015-07-30,9.046245091720595e-12,0.9999999999997726
2015-07-31,1.8842125787266794e-11,0.9999999999993179
2015-08-03,1.3810190413639105e-10,0.9999999999949978
2015-08-04,3.2107842096372178e-12,1.0
2015-08-05,9.455250103081983e-12,0.9999999999997726
2015-08-06,1.506588155800771e-10,0.9999999999943157
2015-08-07,3.440883027201152e-11,0.9999999999988631
2015-08-10,2.7956073910288665e-11,0.9999999999990905
2015-08-11,4.4893525857240904e-11,0.9999999999984084
2015-08-12,1.5943070831694053e-11,0.9999999999995453
2015-08-13,5.260125387531675e-09,0.9999999997733084
2015-08-14,3.474832736747607e-10,0.999999999986585
2015-08-17,2.7155772819212215e-13,1.0
2015-08-18,9.854049853211359e-14,1.0
2015-08-19,1.2967869174368823e-14,1.0
2015-08-20,1.2149430359597019e-13,1.0
2015-08-21,1.5180942219951204e-13,1.0
2015-08-24,2.234938248609407e-13,1.0
2015-08-25,3.0554986434249736e-12,1.0
2015-08-26,1.8981619082268717e-13,1.0
2015-08-27,4.62051075334401e-13,1.0
2015-08-28,3.4439760124454103e-09,0.9999999998544808
2015-08-31,6.506584694656161e-12,1.0
2015-09-01,5.45720593602316e-13,1.0
2015-09-02,5.025996872347604e-12,1.0
2015-09-03,1.3627208074314388e-12,1.0
2015-09-04,2.705576673398246e-12,1.0
2015-09-07,1.3309510995584637e-11,0.9999999999995453
2015-09-08,2.3060430220826837e-12,1.0
2015-09-09,8.896516780936776e-14,1.0
2015-09-10,3.480128412550584e-13,1.0
2015-09-11,3.5702272938755474e-12,1.0
2015-09-14,4.005868089055256e-11,0.9999999999986358
2015-09-15,1.1744714716561935e-11,0.9999999999995453
2015-09-16,8.391973170268694e-11,0.9999999999968168
2015-09-17,1.487737678734939e-10,0.999999999994543
2015-09-18,1.096534540673827e-09,0.9999999999558895
2015-09-21,5.861659266943882e-10,0.9999999999772626
2015-09-22,2.3213797532761847e-12,1.0
2015-09-23,1.3885816885080553e-11,0.9999999999995453
2015-09-24,8.090235527657776e-11,0.9999999999972715
2015-09-25,2.1085826677671743e-10,0.9999999999922693
2015-09-28,8.878378187355889e-11,0.9999999999968168
2015-09-29,1.160067745176586e-10,0.9999999999959073
2015-09-30,6.031628574983139e-11,0.9999999999977263
2015-10-01,3.866540769812273e-10,0.9999999999854481
2015-10-02,1.4205217231320494e-10,0.999999999994543
2015-10-05,3.103152057295428e-09,0.9999999998694875
2015-10-06,6.610763536550699e-10,0.9999999999740794
2015-10-07,4.871040748396059e-10,0.9999999999809006
2015-10-08,9.69191444482597e-10,0.9999999999613465
2015-10-09,1.6694895581764058e-09,0.9999999999331521
2015-10-12,1.067603533801817e-07,0.9999999946976459
2015-10-13,2.8872390596868262e-05,0.9999979521388064
2015-10-14,9.297377177474231e-10,0.9999999999636202
2015-10-15,9.663450526515373e-12,0.9999999999995453
2015-10-16,2.775554492949531e-10,0.9999999999895408
2015-10-19,4.3143182057285785e-10,0.9999999999831743
2015-10-20,1.3536618114350984e-09,0.9999999999454303
2015-10-21,4.110576930124846e-11,0.9999999999986358
2015-10-22,8.061183285464784e-12,0.9999999999995453
2015-10-23,2.908291844104553e-12,1.0
2015-10-26,1.0103996209900812e-12,1.0
2015-10-27,3.863292531398966e-12,1.0
2015-10-28,9.20265244390325e-13,1.0
2015-10-29,7.829894633495795e-13,1.0
2015-10-30,9.40279598436854e-14,1.0
2015-11-02,7.74932631738733e-14,1.0
2015-11-03,1.623906529842195e-13,1.0
2015-11-04,4.087926839932901e-12,1.0
2015-11-05,3.827187162909976e-13,1.0
2015-11-06,1.1060665662701168e-11,0.9999999999995453
2015-11-09,5.594592669952836e-13,1.0
2015-11-10,4.19970950538451e-13,1.0
2015-11-11,1.785548094075227e-12,1.0
2015-11-12,8.49671666419585e-13,1.0
2015-11-13,1.0362784087425418e-13,1.0
2015-11-16,2.7427968233756017e-14,1.0
2015-11-17,9.481461962043847e-14,1.0
2015-11-18,4.153698374753014e-14,1.0
2015-11-19,7.52538144640458e-15,1.0
2015-11-20,1.285181073591537e-13,1.0
2015-11-23,3.8854212198910904e-14,1.0
2015-11-24,1.19492436929093e-14,1.0
2015-11-25,1.0795473390660674e-14,1.0
2015-11-26,7.889297851027316e-15,1.0
2015-11-27,1.9303330807206447e-15,1.0
2015-11-30,2.4164291618338487e-16,1.0
2015-12-01,4.1751740129458715e-14,1.0
2015-12-02,6.28628538473558e-15,1.0
2015-12-03,6.818086617463059e-16,1.0
2015-12-04,8.472322682473418e-16,1.0
2015-12-07,7.221278793196299e-18,1.0
2015-12-08,5.376149925718132e-16,1.0
2015-12-09,8.274707243324373e-18,1.0
2015-12-10,3.1951398292921426e-15,1.0
2015-12-11,5.94335590616338e-14,1.0
2015-12-14,4.195828650297249e-14,1.0
2015-12-15,1.8767730655113704e-14,1.0
2015-12-16,1.0543065143510884e-14,1.0
2015-12-17,1.0923879646031118e-15,1.0
2015-12-18,1.1790378884606284e-15,1.0
2015-12-21,1.9921442642506543e-13,1.0
2015-12-22,5.851944541748224e-13,1.0
2015-12-23,9.252274253618125e-12,0.9999999999995453
2015-12-24,1.1086619884940477e-10,0.9999999999959073
2015-12-25,1.8167287805754528e-14,1.0
2015-12-28,1.2649134394675837e-14,1.0
2015-12-29,5.4543125890574806e-14,1.0
2015-12-30,4.94704942104702e-13,1.0
2015-12-31,4.1279433603479706e-10,0.9999999999840838
2016-01-01,3.286123388696265e-12,1.0
2016-01-04,1.3043560745596556e-11,0.9999999999995453
2016-01-05,4.674349646178515e-13,1.0
2016-01-06,4.699688452288789e-12,1.0
2016-01-07,3.6398655328505666e-11,0.9999999999986358
2016-01-08,7.963519258632028e-13,1.0
2016-01-11,1.3339282188094121e-11,0.9999999999995453
2016-01-12,2.337679950390849e-07,0.9999999878405107
2016-01-13,1.0212100457018549e-06,0.9999999421961564
2016-01-14,1.5802184457431414e-05,0.9999989284125433
2016-01-15,2.064669922059416e-10,0.9999999999922693
2016-01-18,1.689395919491932e-13,1.0
2016-01-19,4.098178903221681e-14,1.0
2016-01-20,5.339870557500517e-13,1.0
2016-01-21,6.707058234572855e-16,1.0
2016-01-22,1.6882309819662339e-15,1.0
2016-01-25,1.4462935170739468e-14,1.0
2016-01-26,1.0942759931607138e-15,1.0
2016-01-27,1.5792395856101902e-17,1.0
2016-01-28,9.850163328242834e-16,1.0
2016-01-29,4.238266566689432e-15,1.0
2016-02-01,3.1486439565259226e-14,1.0
2016-02-02,2.2538017405017837e-12,1.0
2016-02-03,8.057329187323317e-14,1.0
2016-02-04,1.3941825070595708e-13,1.0
2016-02-05,2.1433307351480443e-12,1.0
2016-02-08,7.929917465390546e-12,1.0
2016-02-09,8.466555979777612e-12,1.0
2016-02-10,2.763489685655117e-10,0.9999999999899956
2016-02-11,9.810542722241075e-12,1.0
2016-02-12,1.4652357916115054e-12,1.0
2016-02-15,3.0676436152978325e-11,0.9999999999990905
2016-02-16,4.667536385672428e-10,0.9999999999818101
2016-02-17,2.973457916304239e-10,0.9999999999890861
2016-02-18,2.7168879909077663e-09,0.9999999998863132
2016-02-19,7.923935487231448e-21,1.0
2016-02-22,1.6502507819226362e-10,0.9999999999936335
2016-02-23,3.1356007145852854e-10,0.9999999999881766
2016-02-24,3.160033811306238e-10,0.9999999999881766
2016-02-25,6.299017921094567e-08,0.9999999969431883
2016-02-26,5.095810684211353e-08,0.9999999975534593
2016-02-29,5.747945027933565e-08,0.9999999972233127
2016-03-01,2.071163404362893e-06,0.9999998775592832
2016-03-02,8.738638453404703e-07,0.9999999509927887
2016-03-03,1.9900409545240144e-05,0.9999986274479267
2016-03-04,2.4551626313395355e-05,0.9999982798686929
2016-03-07,0.00011872347683900073,0.9999905550312566
2016-03-08,0.00036883337357465634,0.9999674545063671
2016-03-09,0.0008006242676231001,0.9999236009225466
2016-03-10,0.0003584089573820219,0.9999684618440633
2016-03-11,7.550319122730927e-05,0.9999942191701592
2016-03-14,0.00015751416421549936,0.9999871548477216
2016-03-15,0.0015850362248984683,0.9998369538410087
2016-03-16,0.001292734612141202,0.9998700551885038
2016-03-17,0.004966207686262954,0.9994114116690017
2016-03-18,0.0005837975714685286,0.9999460848049367
2016-03-21,0.001866073915923706,0.9998043790588359
2016-03-22,0.00025698354075148446,0.9999780889865519
2016-03-23,0.0005176015806498858,0.9999527761074631
2016-03-24,0.000258382988924871,0.999977958508762
2016-03-25,0.0030624187169923578,0.999659117782834
2016-03-28,0.00028371803109479495,0.9999755842097617
2016-03-29,0.00012435154575630677,0.9999900675268109
2016-03-30,0.00016255308617581712,0.9999867067555428
2016-03-31,0.00033045690976392795,0.9999711474435244
2016-04-01,7.498915470138968e-05,0.999994261777012
2016-04-04,9.903593804568688e-05,0.9999922427442304
2016-04-05,1.6363116561491784e-05,0.9999988875394413
2016-04-06,4.698318575056684e-05,0.9999965387028955
2016-04-07,0.00023939568204952715,0.9999797225228116
2016-04-08,3.893019620070773e-05,0.9999971742039542
2016-04-11,1.5233154928063039e-05,0.999998969736756
2016-04-12,7.013758161888613e-07,0.9999999611727625
2016-04-13,1.1653724812690972e-06,0.9999999335068446
2016-04-14,5.595076093680882e-05,0.9999958199483497
2016-04-15,8.456532711073348e-06,0.999999451443878
2016-04-18,8.780574173333648e-05,0.9999931919842137
2016-04-19,1.0477276979374759e-05,0.9999993101030319
2016-04-20,6.740166574511373e-07,0.9999999627743825
2016-04-21,0.00023640202563722062,0.9999799993847035
2016-04-22,0.001421689621413189,0.9998555568091609
2016-04-25,0.00020523380615467495,0.9999828601862695
2016-04-26,0.024155652930202866,0.9963455837522647
2016-04-27,0.002214896888996414,0.9997630504085252
2016-04-28,0.0003696481803530316,0.9999673756411945
2016-04-29,0.0001069940451517689,0.9999915639765499
2016-05-02,0.4257834319986351,0.8482205002675203
2016-05-03,0.22113285295687865,0.9421060639100614
2016-05-04,0.0011078553923887344,0.9998905255798592
2016-05-05,0.012683198770414225,0.9982774638392972
2016-05-06,0.31173470272481835,0.9059828991014028
2016-05-09,0.1139715394727291,0.9757976178323773
2016-05-10,7.930378478795458e-06,0.9999994878554791
2016-05-11,4.776874106965039e-07,0.999999974137609
2016-05-12,7.929568857374202e-05,0.9999939040266594
2016-05-13,7.112534678257154e-05,0.9999945811861315
2016-05-16,1.826704507672752e-05,0.9999987480440374
2016-05-17,3.0265683697653324e-05,0.9999978455476155
2016-05-18,1.1852384836830086e-05,0.9999992127107732
2016-05-19,1.408099887460151e-05,0.9999990530618497
2016-05-20,3.519093994797966e-05,0.9999974656471122
2016-05-23,9.173173206310841e-06,0.9999994015790407
2016-05-24,4.030585651668501e-06,0.9999997513068901
2016-05-25,4.172181940753792e-06,0.9999997419836624
2016-05-26,9.404832537341236e-06,0.9999993853973207
2016-05-27,1.6598177405886994e-05,0.9999988703827526
2016-05-30,2.8837427795163503e-06,0.9999998258990823
2016-05-31,7.455959584803796e-06,0.9999995205354265
2016-06-01,9.553125583237092e-06,0.9999993750227211
2016-06-02,6.356484637029452e-06,0.9999995956696601
2016-06-03,1.893039991158817e-05,0.9999986991651261
2016-06-06,8.456565490113769e-06,0.9999994514411495
2016-06-07,3.266118207393947e-06,0.9999998012235862
2016-06-08,1.2172654776201418e-05,0.9999991898997548
2016-06-09,6.454552883326492e-06,0.9999995890048857
2016-06-10,7.192042995496263e-06,0.9999995386498239
2016-06-13,5.993889581053767e-06,0.9999996202496543
2016-06-14,1.8940754077867713e-05,0.9999986984011515
2016-06-15,7.599480532123725e-06,0.9999995106646853
2016-06-16,6.444040829492395e-06,0.9999995897197482
2016-06-17,9.564035088601489e-05,0.9999925308554066
2016-06-20,0.00015074807669318989,0.9999877543463661
2016-06-21,0.00024014261495102174,0.9999796533898857
2016-06-22,1.047311004739435e-36,1.0
2016-06-23,0.14996902953543492,0.9656447229045578
2016-06-24,0.004042989688815478,0.9995337620420158
2016-06-27,7.057500827932641e-08,0.9999999965548341
2016-06-28,2.8704436295151556e-13,1.0
2016-06-29,9.476912499405329e-05,0.99999260463034
2016-06-30,2.665401040153603e-13,1.0
2016-07-01,1.4060386545690584e-10,0.999999999994543
2016-07-04,3.9766152174176024e-19,1.0
2016-07-05,7.099022059955154e-16,1.0
2016-07-06,5.971313639607136e-11,0.999999999998181
2016-07-07,1.0592940708880231e-12,1.0
2016-07-08,2.9014952868685237e-11,0.9999999999990905
2016-07-11,4.0747364710194694e-13,1.0
2016-07-12,1.5750325816519162e-12,1.0
2016-07-13,6.771788005387774e-12,1.0
2016-07-14,1.2427578257821953e-24,1.0
2016-07-15,5.952299059172782e-16,1.0
2016-07-18,6.721712990908911e-18,1.0
2016-07-19,1.2357154527547517e-23,1.0
2016-07-20,5.8651226913346186e-12,1.0
2016-07-21,9.34207437720766e-09,0.9999999995870894
2016-07-22,6.0797963673387364e-09,0.9999999997362465
2016-07-25,1.7826505029785612e-39,1.0
2016-07-26,0.0010759299660070484,0.9998940201041021
2016-07-27,3.457213635856651e-08,0.9999999983720045
2016-07-28,8.786992863517484e-13,1.0
2016-07-29,8.324293410163272e-11,0.9999999999972715
2016-08-01,1.1766863258423124e-11,1.0
2016-08-02,7.919751402518652e-12,1.0
2016-08-03,1.0468797918984646e-12,1.0
2016-08-04,1.5835422130453064e-06,0.999999907938222
2016-08-05,2.1445591173837187e-11,0.9999999999990905
2016-08-08,9.515062509230919e-07,0.9999999463680084
2016-08-09,1.4144715117799817e-09,0.9999999999427018
2016-08-10,8.50637024299495e-09,0.9999999996252882
2016-08-11,1.7660594708315056e-10,0.9999999999936335
2016-08-12,1.2023686774767602e-08,0.9999999994633981
2016-08-15,5.097489648527546e-14,1.0
2016-08-16,1.1149553261822926e-12,1.0
2016-08-17,4.694970073467311e-12,1.0
2016-08-18,6.506070085549498e-12,1.0
2016-08-19,3.684159458298636e-10,0.9999999999854481
2016-08-22,3.6898103858834647e-10,0.9999999999854481
2016-08-23,8.150429239375673e-10,0.9999999999672582
2016-08-24,2.2308936968653214e-08,0.9999999989713615
2016-08-25,6.230469519467397e-07,0.9999999657466111
2016-08-26,2.866427999135381e-05,0.9999979680217347
2016-08-29,9.87701425731997e-06,0.9999993525018276
2016-08-30,0.0011973348509755352,0.9998806666393589
2016-08-31,0.41562185763079906,0.8540484654220184
2016-09-01,0.6720676742820395,0.6023009518072346
2016-09-02,0.3024065729091858,0.9100567205061402
2016-09-05,0.2705806778602986,0.9233217100708678
2016-09-06,0.170173952361701,0.9592963569443934
2016-09-07,0.03997431495204883,0.9933481824342703
2016-09-08,0.009039274988439299,0.9988342094707006
2016-09-09,0.00394872641162372,0.9995459735328
2016-09-12,0.004750771497196326,0.9994402834301992
2016-09-13,0.0004927418284689386,0.9999552652227106
2016-09-14,4.673395051067029e-06,0.9999997088098522
2016-09-15,7.589570972757361e-08,0.9999999962819857
2016-09-16,4.256177750314839e-09,0.99999999981992
2016-09-19,6.911208730157288e-10,0.9999999999727152
2016-09-20,5.964638259909704e-10,0.9999999999763531
2016-09-21,1.116713390890686e-09,0.9999999999563443
2016-09-22,4.557977225696812e-08,0.9999999978308551
2016-09-23,1.935473923595772e-10,0.999999999992724
2016-09-26,3.741421438416603e-11,0.9999999999990905
2016-09-27,5.962826663579109e-19,1.0
2016-09-28,1.8075254237851788e-10,0.9999999999936335
2016-09-29,2.02341720330688e-10,0.999999999992724
2016-09-30,4.5538637649487e-07,0.9999999754127206
2016-10-03,1.7699942757787112e-08,0.9999999991932782
2016-10-04,4.209939753327858e-07,0.9999999773708625
2016-10-05,8.074885652447838e-11,0.9999999999972715
2016-10-06,3.16283795767152e-08,0.9999999985175236
2016-10-07,4.727522161117279e-10,0.9999999999818101
2016-10-10,8.364685311082929e-08,0.9999999958808985
2016-10-11,9.52050296707599e-07,0.9999999463343571
2016-10-12,8.264626875686198e-06,0.9999994647443213
2016-10-13,5.03362406726932e-09,0.9999999997835403
2016-10-14,5.295540564894361e-07,0.9999999711599235
2016-10-17,1.4969150668538218e-07,0.9999999923993528
2016-10-18,1.8114758262029873e-06,0.9999998938046758
2016-10-19,3.294407348618663e-06,0.9999997993891357
2016-10-20,3.155720853086223e-05,0.9999977463929027
2016-10-21,0.00026764038014203344,0.9999770935896443
2016-10-24,5.982396891201829e-10,0.9999999999763531
2016-10-25,1.6690485914637137e-09,0.9999999999317879
2016-10-26,1.9334299198229805e-07,0.99999999004649
2016-10-27,1.9102759245633505e-08,0.9999999991259756
2016-10-28,1.9665908812712569e-07,0.99999998986641
2016-10-31,1.0366846937555366e-05,0.9999993178837537
2016-11-01,8.611870898316382e-07,0.9999999517458502
2016-11-02,7.171512518454593e-08,0.9999999964966264
2016-11-03,2.6628569251842294e-07,0.9999999860492609
2016-11-04,1.0588290941267742e-08,0.9999999995288817
2016-11-07,2.5806371112208107e-09,0.9999999998926796
2016-11-08,4.905947745185243e-12,1.0
2016-11-09,1.0109910006239215e-12,1.0
2016-11-10,8.988855645160881e-13,1.0
2016-11-11,1.0390205698372421e-08,0.9999999995379767
2016-11-14,7.123988996387797e-10,0.9999999999718057
2016-11-15,2.2990561427071616e-14,1.0
2016-11-16,6.158718522517395e-10,0.9999999999754436
2016-11-17,1.8109712350466922e-08,0.9999999991732693
2016-11-18,2.805038088984777e-06,0.9999998309513246
2016-11-21,4.486858105445268e-06,0.9999997211871621
2016-11-22,1.3764383723579418e-05,0.999999075869227
2016-11-23,0.0007683098072747989,0.9999270017066504
2016-11-24,1.8215445309365792e-06,0.999999893178034
2016-11-25,0.0005183709465807113,0.9999526988595437
2016-11-28,6.861663944693816e-05,0.9999947877503796
2016-11-29,5.998511356877246e-06,0.9999996199367882
2016-11-30,1.0296231101110187e-05,0.9999993228559579
2016-12-01,1.8900786584747823e-09,0.9999999999217835
2016-12-02,1.0689528926732295e-06,0.9999999393257912
2016-12-05,3.053807533660752e-09,0.9999999998708518
2016-12-06,7.960085907868244e-08,0.9999999960909918
2016-12-07,1.3240081075929354e-08,0.9999999994051905
2016-12-08,6.339157898698092e-12,1.0
2016-12-09,1.0754346915151692e-07,0.9999999946339813
2016-12-12,1.5113020660398197e-11,1.0
2016-12-13,4.4672425969271426e-08,0.9999999978699634
2016-12-14,6.3803887726266585e-09,0.9999999997235136
2016-12-15,2.0026834587087815e-09,0.9999999999181455
2016-12-16,9.693707723294288e-08,0.999999995190592
2016-12-19,8.088717790632849e-07,0.999999954845408
2016-12-20,3.4785865000607203e-10,0.9999999999872671
2016-12-21,6.5375272241612775e-09,0.9999999997162377
2016-12-22,3.2131146694212115e-08,0.9999999984920578
2016-12-23,3.4053241442761327e-09,0.9999999998562998
2016-12-26,3.3250584444578964e-07,0.9999999823630789
2016-12-27,4.684727494184773e-09,0.9999999997999112
2016-12-28,3.4520933849988697e-10,0.9999999999872671
2016-12-29,2.839794102122107e-07,0.9999999850697351
2016-12-30,2.429817905552617e-08,0.9999999988758645
2017-01-02,7.545134758697944e-08,0.9999999963038135
2017-01-03,3.971869009141715e-07,0.9999999787214622
2017-01-04,2.936600767824332e-07,0.9999999845313142
2017-01-05,1.894259231064534e-07,0.9999999902593117
2017-01-06,2.2535717459464583e-06,0.9999998660660002
2017-01-09,1.7894515724736664e-06,0.9999998951752841
2017-01-10,1.3031527395891314e-06,0.9999999251394939
2017-01-11,4.90151312402724e-07,0.9999999734245651
2017-01-12,5.952520954243234e-09,0.9999999997417035
2017-01-13,2.1614899366018586e-07,0.9999999888059392
2017-01-16,2.5890682219416346e-10,0.999999999990905
2017-01-17,2.4372263260290223e-08,0.9999999988722266
2017-01-18,6.1138597473626e-10,0.9999999999763531
2017-01-19,1.6786417463582862e-08,0.9999999992360245
2017-01-20,1.1104123362784005e-22,1.0
2017-01-23,0.006870157084910589,0.9991484741715883
2017-01-24,4.912258272105161e-06,0.9999996929091611
2017-01-25,9.388309012782003e-15,1.0
2017-01-26,2.2768962873803537e-08,0.9999999989486241
2017-01-27,3.037815715074148e-08,0.9999999985793693
2017-01-30,1.1195541983982428e-08,0.9999999994997779
2017-01-31,2.363007837897421e-10,0.999999999990905
2017-02-01,1.1430239486876569e-06,0.9999999348583536
2017-02-02,2.5042162930055198e-05,0.9999982428814268
2017-02-03,5.168119570258295e-06,0.999999675816123
2017-02-06,6.219769277161654e-07,0.9999999658084567
2017-02-07,1.945659006005731e-05,0.9999986602970118
2017-02-08,1.8844930890853114e-05,0.9999987054715541
2017-02-09,2.2285592113827163e-06,0.9999998676448828
2017-02-10,6.604609467076348e-06,0.9999995787912644
2017-02-13,6.360042668472341e-06,0.9999995954277346
2017-02-14,4.4348718448686095e-10,0.9999999999836291
2017-02-15,1.1344675028734292e-10,0.999999999996362
2017-02-16,1.0498276374478083e-07,0.9999999947685865
2017-02-17,5.178449349419276e-08,0.9999999975116225
2017-02-20,1.0717153950935941e-14,1.0
2017-02-21,1.1987911333547212e-09,0.9999999999508873
2017-02-22,6.707603279834556e-13,1.0
2017-02-23,3.2905089425626493e-09,0.9999999998617568
2017-02-24,2.406579579968187e-10,0.999999999990905
2017-02-27,1.0820681537513553e-06,0.9999999385363499
2017-02-28,3.140040170427225e-07,0.9999999833980838
2017-03-01,3.087243901333784e-05,0.999997799007054
2017-03-02,4.230426736320214e-08,0.9999999979881977
2017-03-03,5.099416865306362e-07,0.9999999722876968
2017-03-06,8.495321729334427e-15,1.0
2017-03-07,7.626531422116458e-13,1.0
2017-03-08,1.1648107327075075e-13,1.0
2017-03-09,1.8850211443904688e-14,1.0
2017-03-10,7.116634980053558e-21,1.0
2017-03-13,9.664677183089918e-18,1.0
2017-03-14,2.0884178571487165e-16,1.0
2017-03-15,9.219903870696816e-15,1.0
2017-03-16,2.0550469635869514e-17,1.0
2017-03-17,9.36296004151593e-18,1.0
2017-03-20,7.139459118684675e-15,1.0
2017-03-21,1.3314157533173278e-12,1.0
2017-03-22,1.3151067936613182e-12,1.0
2017-03-23,1.59025042248541e-11,1.0
2017-03-24,1.90546285540451e-14,1.0
2017-03-27,1.8022464378592063e-13,1.0
2017-03-28,4.093071294584472e-12,1.0
2017-03-29,6.486816843154201e-14,1.0
2017-03-30,6.719824957710061e-12,1.0
2017-03-31,4.873437244023588e-14,1.0
2017-04-03,3.7200229051871415e-13,1.0
2017-04-04,1.5512042078285315e-12,1.0
2017-04-05,1.766156773622613e-13,1.0
2017-04-06,4.1702027424402064e-15,1.0
2017-04-07,1.315137701595144e-12,1.0
2017-04-10,1.5224992690496868e-11,1.0
2017-04-11,1.3637541270900367e-12,1.0
2017-04-12,8.47882528697778e-11,0.999999999996362
2017-04-13,4.412980546349753e-10,0.9999999999836291
2017-04-14,5.0088373180647285e-09,0.9999999997853593
2017-04-17,1.148559203975517e-09,0.9999999999545253
2017-04-18,5.055189038988871e-10,0.9999999999799911
2017-04-19,2.533894904618086e-10,0.999999999990905
2017-04-20,7.292417852310674e-10,0.9999999999708962
2017-04-21,3.212296739208626e-11,0.999999999998181
2017-04-24,4.115399648124919e-13,1.0
2017-04-25,3.668137513140254e-12,1.0
2017-04-26,3.981840265087409e-12,1.0
