date,0,1,2,3
2015-03-26,0.005831761158939445,2.112931167619318e-07,0.994168027547945,4.632662577087902e-88
2015-03-27,0.010696247849605996,0.0001355561829879581,0.9891681959674049,3.446691111033788e-62
2015-03-30,0.02073677049602753,2.0386741495971155e-05,0.9792428427624749,5.893255345105585e-69
2015-03-31,0.1347509807601875,1.1630692383669825e-06,0.8652478561705744,5.588092636444981e-72
2015-04-01,0.06471133957724834,6.47289134088824e-09,0.935288653949859,2.9637972156951696e-90
2015-04-02,0.7822201747324986,1.6432728270204303e-10,0.21777982510317329,1.218020113075535e-100
2015-04-03,0.20158380307336243,5.3971571324416697e-08,0.7984161429550666,2.6924106722255944e-93
2015-04-06,0.2013276174337172,2.7281435241646206e-05,0.7986451011310425,5.627403505807393e-77
2015-04-07,0.1904464148084493,2.9727829400586957e-06,0.8095506124086096,9.806051586352593e-83
2015-04-08,0.9960752093883383,1.8695266002298067e-13,0.00392479061147393,4.671410849674822e-112
2015-04-09,0.999944615343049,3.0663467274910808e-18,5.5384656949653386e-05,1.5281581600272623e-140
2015-04-10,0.9999060119522984,4.925007619160357e-15,9.39880476949475e-05,1.4398630410138797e-125
2015-04-13,0.9997219931406718,1.7026507165762924e-20,0.0002780068593274687,1.1946879523686725e-158
2015-04-14,0.9983902160835467,8.034648871422159e-15,0.0016097839164449577,3.218903399171147e-132
2015-04-15,0.9999040480819611,2.545771690672958e-12,9.595191549182157e-05,3.2261021106760854e-104
2015-04-16,0.9999406950089019,1.709118028213927e-09,5.930328197928024e-05,1.6275864871541487e-73
2015-04-17,0.9996894286105292,1.0181584939633089e-11,0.0003105713792904994,2.494879086690292e-90
2015-04-20,0.9999850664634105,4.184891195834294e-25,1.4933536589964603e-05,2.8000049526798954e-184
2015-04-21,0.9999802251445203,2.238265990661879e-16,1.977485547856496e-05,3.03897345074334e-136
2015-04-22,0.9999823466225635,1.3562683150724013e-18,1.765337743678108e-05,9.65994833231675e-152
2015-04-23,0.9999060992964718,1.3908095331951114e-20,9.390070352723139e-05,5.962005994573846e-164
2015-04-24,0.9999793220644404,6.247801133821768e-19,2.0677935560989684e-05,4.903110990908428e-147
2015-04-27,0.9999793591301419,3.555825041050904e-14,2.0640869822697873e-05,1.1040654436771279e-98
2015-04-28,0.9999731218831949,6.803711636168724e-09,2.687131309496823e-05,6.874233023272958e-65
2015-04-29,0.9999363165406684,2.2229182162717e-09,6.368123641202895e-05,5.805912966573952e-71
2015-04-30,0.9996807261039773,2.745854782203186e-06,0.0003165280412401497,2.042096443315659e-55
2015-05-01,0.9999766699735922,8.198025388005043e-14,2.333002632726625e-05,1.3340020256337428e-101
2015-05-04,0.9999752551104683,8.927208019017436e-09,2.473596232295559e-05,6.499678339680399e-67
2015-05-05,0.9999284340191044,1.7015225895683553e-09,7.156427937327108e-05,2.3101557234857304e-69
2015-05-06,0.9999142853445687,4.3933895243897024e-11,8.571461149662782e-05,2.8831243611011654e-77
2015-05-07,0.9990901477997164,1.4908286562347688e-11,0.0009098521853736769,5.271970753621856e-88
2015-05-08,0.9969306574879362,2.6437360841777e-07,0.0030690781384558946,2.363850908752215e-69
2015-05-11,0.9896029493902929,2.4401735458536198e-08,0.010397026207972043,3.4873509585224295e-72
2015-05-12,0.9761145238010837,1.1040215332680718e-10,0.023885476088514997,6.689821017752777e-89
2015-05-13,0.980352003574604,5.499749945297924e-13,0.019647996424846194,8.227675495123257e-99
2015-05-14,0.9794917420051966,3.971883939947695e-12,0.02050825799083316,1.4561195237573476e-103
2015-05-15,0.8943965442103488,7.984352262083612e-08,0.10560337594612983,2.478376874102921e-77
2015-05-18,0.5342398255300081,9.999279005766978e-09,0.46576016447071233,1.719942443994831e-90
2015-05-19,0.2900322403317511,2.9678211104870746e-13,0.7099677596679523,9.293683694088832e-116
2015-05-20,0.018074149093559613,1.7715537635442187e-14,0.9819258509064209,1.3972476339371267e-129
2015-05-21,0.030229152505187328,5.122930230802108e-06,0.9697657245645811,3.593926800347361e-76
2015-05-22,0.1883079269319114,1.0438873581806609e-11,0.8116920730576488,1.3936369486479626e-109
2015-05-25,0.8155955808840433,2.234996618450805e-09,0.18440441688096026,4.009530811547094e-95
2015-05-26,0.9998417934029938,5.6338399264766065e-18,0.00015820659700558,6.036397770243773e-141
2015-05-27,0.996731108959597,2.466535914007437e-19,0.003268891040402191,5.588059682490371e-152
2015-05-28,0.9999844905732284,6.8264370981380635e-18,1.5509426770013033e-05,6.25386002221216e-141
2015-05-29,0.9999248035298056,2.366430083274478e-15,7.519647019369613e-05,2.4836072577190787e-127
2015-06-01,0.9997367440271632,1.9663692481793416e-18,0.00026325597283649864,1.0394804767922439e-147
2015-06-02,0.9999651621612086,8.481710780963558e-16,3.483783879079206e-05,1.6794310052648198e-120
2015-06-03,0.992205952477472,1.9665812777654536e-18,0.007794047522527753,2.1309595350242703e-150
2015-06-04,0.9681808122013441,2.513823673991943e-12,0.03181918779614099,2.1114669808988956e-109
2015-06-05,0.9421306166021582,6.0539512843893565e-27,0.05786938339784117,2.416496836337179e-227
2015-06-08,0.8781385229627439,8.348584396657639e-21,0.12186147703725514,2.4399970094374636e-190
2015-06-09,0.9722197996146984,1.9578254467098955e-18,0.027780200385300255,2.2340973697843595e-167
2015-06-10,0.9995555221746721,1.8252951927247623e-18,0.00044447782532950356,2.362559686552317e-148
2015-06-11,0.9998521482631337,3.2893804336646817e-18,0.00014785173686720035,1.2424886475351635e-138
2015-06-12,0.9924386207689682,1.4207451195575115e-14,0.007561379231017273,2.506083282000941e-105
2015-06-15,0.9997542213877554,3.830160649917087e-11,0.00024577857394459665,8.382304364912422e-77
2015-06-16,0.9999512117785976,1.8965922759091085e-16,4.87882214023012e-05,7.874732370233277e-114
2015-06-17,0.9999811988242729,1.518383571376852e-11,1.8801160543017138e-05,8.096142298160034e-82
2015-06-18,0.9999940258683074,4.054587992865127e-13,5.974131286162664e-06,1.1256888530162271e-90
2015-06-19,0.9999354558504983,6.610804544370639e-17,6.454414950138196e-05,5.85318393673862e-115
2015-06-22,0.9999245124628416,3.0374431382777745e-14,7.548753712906566e-05,5.6203481356213455e-98
2015-06-23,0.999516907326446,1.7958700725374242e-10,0.0004830924939668441,6.488900581047821e-83
2015-06-24,0.999978401626331,2.1062394621635665e-13,2.1598373459536827e-05,1.2303241112645754e-97
2015-06-25,0.99990690321382,2.6743430615821464e-15,9.30967861788391e-05,7.43806109712828e-111
2015-06-26,0.9999678540045285,1.1997911461308772e-18,3.214599547321846e-05,1.5427487698804305e-125
2015-06-29,0.9999743033112919,9.651124690742383e-18,2.5696688707156428e-05,5.6045063028579894e-123
2015-06-30,0.9999532862337174,5.14789867272841e-11,4.67137148049955e-05,1.0390340400960706e-83
2015-07-01,0.9999936223931356,1.7012954331835452e-20,6.377606864273373e-06,2.124019520225312e-153
2015-07-02,0.9999981809544944,1.2969497910146912e-16,1.8190455043203648e-06,1.3896410281666937e-125
2015-07-03,0.9999321088727442,7.008960436084087e-13,6.789112655504408e-05,1.7436527927448003e-108
2015-07-06,0.9999815344999998,9.620745450681665e-16,1.8465500000452032e-05,6.050584989067513e-125
2015-07-07,0.9999828036524223,2.3861696700048505e-12,1.719634519084486e-05,8.090971786967758e-104
2015-07-08,0.999946442938967,1.931502627670965e-09,5.3555129529768e-05,2.3142598456434536e-74
2015-07-09,0.9999736551272594,1.6241798763091157e-16,2.6344872740597243e-05,5.348587097212672e-116
2015-07-10,0.9999645543567451,4.856984628942727e-12,3.544563839754444e-05,1.8985791035001123e-88
2015-07-13,0.9996846749557535,3.50092861488127e-10,0.0003153246941533825,4.0868411938337003e-78
2015-07-14,0.9997509799235323,7.058039058108877e-09,0.00024901301842856447,9.899676765526612e-71
2015-07-15,0.9951083534614543,2.6690595783360397e-16,0.004891646538545562,5.3854053038611006e-126
2015-07-16,0.9575298815177039,3.9450056345755493e-10,0.04247011808779582,4.8609166992296464e-88
2015-07-17,0.9882834438911754,6.965552558253016e-11,0.011716556039170404,2.728350760451347e-88
2015-07-20,0.9669035691237052,8.932108901652621e-13,0.03309643087540179,1.4504148581128376e-103
2015-07-21,0.9419675130120636,3.2886378820801955e-12,0.05803248698464615,4.882394141055243e-99
2015-07-22,0.9305885404785103,5.404586029396473e-08,0.06941140547562875,1.0521316943904771e-72
2015-07-23,0.9990689408268203,2.889955442671147e-11,0.0009310591442813057,2.1987329031236497e-85
2015-07-24,0.9998997008857148,2.6755469931318908e-11,0.00010029908752879074,3.8779817950610276e-89
2015-07-27,0.9998446659039669,2.0834461392258459e-13,0.0001553340958250876,3.2772952275490627e-99
2015-07-28,0.9999870753802818,3.816216176405988e-21,1.292461971718643e-05,9.24605569914239e-148
2015-07-29,0.99995785176897,1.9860778825824463e-13,4.214823083317928e-05,1.2500448064141267e-103
2015-07-30,0.9999798922252644,2.5799926554774615e-10,2.0107516736469883e-05,7.445779139578836e-82
2015-07-31,0.999850776887252,4.377913185966384e-12,0.00014922310836983205,3.716225765563112e-91
2015-08-03,0.9999704144490615,9.204289578416314e-10,2.958463050952076e-05,7.338247920511692e-76
2015-08-04,0.9999576300272044,1.9930999793601713e-14,4.2369972776748016e-05,2.8214678569082586e-96
2015-08-05,0.9999444825838595,7.584100050081484e-11,5.551734029772299e-05,3.45501732707793e-77
2015-08-06,0.9985153516696029,6.610653845325069e-17,0.0014846483303967012,2.5639098354690998e-123
2015-08-07,0.9996695214543138,5.95595504105847e-15,0.00033047854568069317,2.1758872628634298e-109
2015-08-10,0.9997260125120203,1.4300419008286241e-15,0.0002739874879773216,7.071880136594902e-113
2015-08-11,0.9999555807110191,7.272362477574585e-10,4.4418561745988634e-05,3.0079358371460857e-81
2015-08-12,0.9998325151930052,4.0095079690011726e-13,0.0001674848065940446,2.8122182868360832e-102
2015-08-13,0.9999779236104882,6.628051020383601e-08,2.2010109002215082e-05,1.6187208275898832e-62
2015-08-14,0.9999785318383348,7.1504625655494095e-09,2.146101120162933e-05,1.1587919987556013e-67
2015-08-17,0.9999984139212651,2.9971779316824286e-18,1.586078735517487e-06,1.6944916924743142e-134
2015-08-18,0.9999992891113547,8.250890268701428e-17,7.108886467166001e-07,8.59141434035231e-123
2015-08-19,0.9999999214108217,7.770413242112916e-18,7.85891795001598e-08,1.563791261157575e-128
2015-08-20,0.9999988578940509,2.9755458227665625e-17,1.1421059505786533e-06,2.4048622058584774e-129
2015-08-21,0.9999986775231702,5.177972204889796e-16,1.3224768283467688e-06,9.920737126336395e-123
2015-08-24,0.9999980307038349,1.8480432121417884e-13,1.9692959792390855e-06,6.992794022140875e-99
2015-08-25,0.9999748619456936,1.8506866108712444e-11,2.5138035798954044e-05,2.7158764862493582e-89
2015-08-26,0.9999983611487178,8.016811071555708e-14,1.6388512023441407e-06,1.0842797348706765e-99
2015-08-27,0.9999962151370582,5.619426967058876e-13,3.7848623793830816e-06,6.513985385530274e-98
2015-08-28,0.999970777017224,7.138472104032406e-08,2.9151598055810884e-05,1.7926078263250524e-68
2015-08-31,0.9999539298631834,1.0551807672220055e-11,4.6070126263125434e-05,5.597789361963407e-91
2015-09-01,0.999996394083606,2.4814201074877965e-19,3.60591639256894e-06,5.061063263129078e-141
2015-09-02,0.9999454294840441,6.627158699695696e-16,5.4570515956741315e-05,1.0895730241299528e-121
2015-09-03,0.9999888888609058,1.2413325820750938e-11,1.1111126680470658e-05,1.640209601863924e-95
2015-09-04,0.9999735433353388,2.201816545649449e-12,2.6456662459434306e-05,1.6929120051179173e-100
2015-09-07,0.9999180499246967,1.805996716200873e-10,8.19498947045411e-05,4.203386433337953e-92
2015-09-08,0.9999841132632592,5.120273500724078e-13,1.588673623038213e-05,1.8119621894860363e-108
2015-09-09,0.99999931499924,8.5433176159541e-17,6.850007585743081e-07,3.15298465986352e-117
2015-09-10,0.9999966827908248,6.357703632208612e-14,3.3172091102154403e-06,1.0007173682469052e-103
2015-09-11,0.9999616870034977,1.5766425454731806e-20,3.831299650118048e-05,1.919351330919742e-152
2015-09-14,0.999594260143131,1.1443664917595154e-14,0.0004057398568557301,8.328816288746866e-124
2015-09-15,0.9998826986489958,1.6312410047571535e-12,0.00011730134937355142,5.768638634538831e-104
2015-09-16,0.9987665127987823,1.67479936645687e-10,0.001233487033737335,9.816159813768105e-86
2015-09-17,0.9982374950302031,1.9253440210799307e-16,0.001762504969795882,1.6859467509429655e-121
2015-09-18,0.9998169626323381,1.777938183227254e-08,0.00018301958827922658,5.4886297511870095e-67
2015-09-21,0.9998588417801471,9.084832621726401e-09,0.00014114913501995472,7.106251026277743e-66
2015-09-22,0.9999779493215013,8.786660759148691e-13,2.2050677618305482e-05,3.3925444046215414e-89
2015-09-23,0.9998512317846941,1.6280177384033986e-14,0.00014876821528974545,8.634961638529764e-102
2015-09-24,0.998964745813124,6.895948105884939e-14,0.0010352541868078173,1.775490484787447e-105
2015-09-25,0.9975536249437421,3.1127175461698555e-18,0.0024463750562564246,1.2224697623937625e-129
2015-09-28,0.9989991796480466,2.455823441553095e-13,0.0010008203517064514,1.960051261765306e-104
2015-09-29,0.9993078634705315,1.156692381619467e-10,0.000692136413800529,2.47445891072743e-95
2015-09-30,0.9993148089799769,9.301712087625879e-11,0.0006851909270069984,1.058741355429462e-90
2015-10-01,0.9997120288494258,1.863700612607135e-09,0.0002879692868733432,4.805028894302107e-79
2015-10-02,0.9983826302168979,9.502355629532066e-13,0.0016173697821525463,5.185226897102507e-100
2015-10-05,0.9541692264397295,3.419880659323674e-17,0.0458307735602713,1.08275320441657e-137
2015-10-06,0.9899586863184955,6.736022654104042e-15,0.010041313681498002,2.8810120098126045e-121
2015-10-07,0.9935065599992722,4.775207847608439e-13,0.0064934400002516724,5.668407696935907e-115
