date,0,1,2,3
2015-10-08,0.9862078815215766,1.2550985249526003e-11,0.013792118465872319,1.664537813414623e-103
2015-10-09,0.993117271198525,6.287894359114181e-08,0.006882665922531259,2.262020385928984e-78
2015-10-12,0.9778846074374865,7.69479561477529e-07,0.022114623082952534,7.297067609076586e-69
2015-10-13,0.9948665980705502,0.0003315486742487063,0.00480185325520078,7.790526602142612e-49
2015-10-14,0.999489262873003,1.811660283243757e-08,0.000510719010394934,6.587524409921925e-70
2015-10-15,0.9999154462922576,6.867950450426468e-16,8.455370774120446e-05,5.619346216315883e-113
2015-10-16,0.999611373669116,2.470433510888626e-09,0.00038862386045007273,5.92995489887142e-79
2015-10-19,0.9947650020588679,5.204609638813169e-14,0.005234997941079007,6.904798927793318e-116
2015-10-20,0.9843823068837049,3.181396776414897e-09,0.015617689934899596,1.2706666297306473e-88
2015-10-21,0.9996011291179274,5.934706504446268e-26,0.000398870882072101,7.56709181640587e-188
2015-10-22,0.9999289365150107,1.4206864220714551e-12,7.10634835688609e-05,1.1467877344845275e-100
2015-10-23,0.9999766642519595,2.4636434036897354e-12,2.3335745576324782e-05,4.062542283477906e-99
2015-10-26,0.9999913054374728,7.787668159271258e-13,8.694561749112659e-06,6.239057403299358e-93
2015-10-27,0.9999703530548893,1.644694445381411e-12,2.964694346543851e-05,9.043362641715425e-97
2015-10-28,0.9999911521298644,3.0834098655604786e-14,8.847870103453914e-06,1.3170086005618997e-103
2015-10-29,0.9999971657791153,5.3772039815629016e-11,2.8341671123806422e-06,2.1374500684730716e-80
2015-10-30,0.9999991947847393,3.873828536364771e-21,8.052152613038001e-07,2.848656975247848e-135
2015-11-02,0.9999990232237944,8.507835329653053e-13,9.767753547316726e-07,5.734354488717686e-97
2015-11-03,0.9999981970536512,2.1312784910354923e-16,1.802946348121833e-06,4.5892057888036915e-112
2015-11-04,0.9999899810423356,1.7400376025973013e-10,1.0018783661139143e-05,2.293447625191566e-78
2015-11-05,0.9999971302245643,8.393967602258391e-12,2.8697670423013427e-06,1.9485445517754426e-88
2015-11-06,0.9999983009349825,5.210480495743813e-10,1.6985439688335198e-06,6.456590624180756e-78
2015-11-09,0.9999960587948976,1.6308941971169983e-11,3.941188793656493e-06,3.718175464879005e-89
2015-11-10,0.9999970052751912,1.1757643615831296e-12,2.9947236338778272e-06,2.5522314042942705e-98
2015-11-11,0.9999835025725732,2.6695281623845756e-12,1.6497424757596776e-05,1.8460936651058946e-92
2015-11-12,0.999994168872687,1.5555670915262805e-11,5.831111757944289e-06,2.610206061383075e-87
2015-11-13,0.9999991263316105,2.947002142807258e-21,8.736683895061225e-07,8.41322257575667e-150
2015-11-16,0.9999997340158477,1.0862730353755347e-21,2.6598415232051105e-07,3.1432169538427846e-161
2015-11-17,0.9999992435071069,1.1663790792052009e-17,7.564928920098911e-07,1.2488306533599326e-141
2015-11-18,0.9999996597477799,4.503003878866532e-16,3.4025222114307694e-07,1.4009371342629694e-118
2015-11-19,0.9999999024871696,5.968553187793951e-20,9.751283030177702e-08,3.0664788960464376e-142
2015-11-20,0.9999985095978468,4.231529716139803e-18,1.4904021540277985e-06,3.4369577712575215e-134
2015-11-23,0.9999997063699291,4.750876921213087e-13,2.9362959510532127e-07,1.4812130883573688e-99
2015-11-24,0.9999999039553532,3.174572711859375e-19,9.604464842595572e-08,1.0173807211629409e-141
2015-11-25,0.9999999198529356,1.4982287226032372e-24,8.014706326412825e-08,1.5584604474079075e-178
2015-11-26,0.9999999347309817,7.712941707061428e-18,6.52690165177602e-08,3.6374259578029885e-140
2015-11-27,0.9999999809038373,1.6694258279508106e-13,1.9095997369045902e-08,1.368720490733836e-95
2015-11-30,0.999999997977973,1.404062633152717e-19,2.0220283997299026e-09,1.1512123805033629e-128
2015-12-01,0.9999999867073691,3.3024555205927284e-11,1.3259604708936405e-08,3.8111049477517016e-81
2015-12-02,0.9999999358008032,2.7776509474432517e-16,6.419919591090608e-08,5.528256386704565e-116
2015-12-03,0.9999999933826693,2.5484259612424937e-17,6.617331237186461e-09,2.0611175712647975e-124
2015-12-04,0.999999990935379,1.2201799160642713e-17,9.064619473956263e-09,5.3244873904186836e-129
2015-12-07,0.9999999999207034,2.8854505240128753e-23,7.929827728166479e-11,1.1542647908660576e-155
2015-12-08,0.9999999937480446,1.7776638742992464e-23,6.251954235498222e-09,3.4488767690454636e-169
2015-12-09,0.9999999999014193,1.9923115487528318e-23,9.857932613376769e-11,5.604264536654662e-163
2015-12-10,0.9999999572215055,1.064404782100122e-22,4.277849390378278e-08,3.388957222553513e-169
2015-12-11,0.9999995473152049,1.831947334518565e-15,4.526847939716625e-07,3.218752192315386e-131
2015-12-14,0.9999994212449299,2.7068387051943467e-16,5.787550699805527e-07,6.683690357602521e-120
2015-12-15,0.999999863293175,4.803176201906762e-16,1.367068261105636e-07,1.9717702044040715e-125
2015-12-16,0.9999999177685834,4.3629907496077714e-17,8.223141680877426e-08,1.2478077591830921e-129
2015-12-17,0.9999999926099825,4.0840021278067665e-14,7.389975481643486e-09,7.339779588136274e-99
2015-12-18,0.9999999993384279,5.218945917099518e-13,6.610500888098751e-10,9.506794791396025e-92
2015-12-21,0.9999999925702028,6.095039341976049e-12,7.4237029438803206e-09,4.759304292056296e-89
2015-12-22,0.9999998586043148,8.657589840865174e-11,1.4130911014847539e-07,1.3351848738497976e-81
2015-12-23,0.9999999122692568,3.5388499396188083e-10,8.737685715006339e-08,5.459783662766904e-73
2015-12-24,0.999999258190355,1.4523351924020101e-09,7.403573095543848e-07,1.8409964815765897e-72
2015-12-25,0.9999997908192603,6.890814522107811e-14,2.0918067142283088e-07,2.9606076930208166e-97
2015-12-28,0.9999999113397532,1.1889430103647977e-13,8.866012763354738e-08,5.955540397454007e-100
2015-12-29,0.9999997105330279,8.837559110130486e-13,2.8946608843715244e-07,1.528913434916309e-95
2015-12-30,0.9999975855709572,4.7965133836210565e-12,2.4144242461015247e-06,2.277700009932732e-93
2015-12-31,0.9999976838632739,4.592992152928572e-09,2.3115437327473758e-06,8.260165060005057e-77
2016-01-01,0.9999702049931014,3.1308377746309936e-11,2.9794975589029276e-05,6.718073390811871e-93
2016-01-04,0.9998062472085186,3.5397924526901065e-12,0.00019375278794111123,3.7481638452795985e-102
2016-01-05,0.9999956427140299,4.841830688742061e-16,4.357285970626212e-06,1.430297965680579e-125
2016-01-06,0.9999652870987232,3.391966374062816e-11,3.4712867356697684e-05,3.6167289835668827e-100
2016-01-07,0.9998951358671138,4.893529738397794e-10,0.00010486364353244538,1.9009952741393624e-94
2016-01-08,0.9999923243105071,7.776051193217018e-13,7.675688715717979e-06,5.936183488831978e-107
2016-01-11,0.9999824319438639,8.041518442946324e-10,1.7567251984690665e-05,1.8588138747908455e-91
2016-01-12,0.9999235878352251,7.098936877442884e-06,6.931322789702782e-05,3.4142405537093733e-67
2016-01-13,0.9991599855535713,8.079494743364681e-06,0.0008319349516858526,2.2955844873497197e-72
2016-01-14,0.9956250083760698,0.0006292065064760452,0.0037457851174536585,5.18985510194707e-61
2016-01-15,0.9995058760406433,2.930852645375537e-10,0.0004941236662711461,1.9824561106753056e-92
2016-01-18,0.9999989154174662,1.161264984616268e-21,1.084582533916827e-06,1.1514313961500293e-167
2016-01-19,0.9999997256596046,1.2384433775686568e-18,2.743403941793734e-07,7.464023274171984e-150
2016-01-20,0.999995677728383,9.478252297807632e-17,4.322271617155769e-06,2.4859848808048337e-147
2016-01-21,0.99999999530446,4.562548248752518e-29,4.695538760784625e-09,1.48386333120707e-218
2016-01-22,0.9999999856461025,2.1009527944365434e-21,1.435389776068625e-08,4.709277438596605e-177
2016-01-25,0.9999998689077018,3.620809949670346e-18,1.3109229737492652e-07,1.7609043891874012e-141
2016-01-26,0.9999999897111955,8.840295724304523e-20,1.0288803397684012e-08,1.2047268430986789e-148
2016-01-27,0.9999999998402167,2.0312016494637407e-17,1.5978213891883718e-10,2.0923487994873551e-128
2016-01-28,0.9999999913219391,2.0815393275791347e-17,8.67806074609249e-09,4.128816827167914e-121
2016-01-29,0.999999952311794,1.5031589901430444e-16,4.7688205067021256e-08,1.1654684910652928e-115
2016-02-01,0.9999996968269149,1.2578125261357912e-14,3.0317307347790627e-07,1.1757859038242955e-103
2016-02-02,0.9999752886565959,1.3442115601480902e-13,2.471134326983133e-05,3.750942247832517e-99
2016-02-03,0.9999992959300448,1.3341928353525137e-15,7.040699551852338e-07,1.0148134970790721e-111
2016-02-04,0.9999988458844785,6.888094146438731e-14,1.1541154520194873e-06,1.1320483654677638e-102
2016-02-05,0.9999887926846658,4.014940251624838e-11,1.1207275186339127e-05,1.7536815440764003e-85
2016-02-08,0.9998933322118418,2.0773502705193945e-19,0.00010666778815761831,9.511525522859707e-133
2016-02-09,0.9999146268681672,2.1990034547697885e-15,8.537313183100824e-05,1.1446806114808373e-104
2016-02-10,0.9988123574769594,3.2665683243107374e-09,0.0011876392564705697,2.2899386415446085e-73
2016-02-11,0.9999158482059332,1.6002791062040572e-14,8.415179404915625e-05,4.963413037367792e-110
2016-02-12,0.9999845154633146,1.0079529398715928e-16,1.5484536686147285e-05,5.076076647265966e-125
2016-02-15,0.9998503932678177,9.385992823612935e-11,0.0001496066383219259,1.091297766402878e-87
2016-02-16,0.9947618212068411,6.339099100275442e-14,0.005238178793096943,4.350110314720604e-115
2016-02-17,0.9966285326851052,5.417487526179924e-11,0.003371467260719297,3.7082856859939725e-91
2016-02-18,0.9526154203270999,1.9259286391239197e-09,0.04738457774697206,7.71032889689796e-83
2016-02-19,7.676812624265157e-87,1.0,7.981260706472095e-86,4.434916825698674e-16
2016-02-22,7.209557367024742e-52,0.9999998652535729,2.6761538691227276e-52,1.3474642725675217e-07
2016-02-23,3.3578031241755292e-49,0.9999532027591768,1.8868145461916157e-49,4.679724082426527e-05
2016-02-24,5.080008436349814e-45,0.9999985949836472,9.22640076118315e-46,1.405016352667891e-06
2016-02-25,1.9402066608257713e-45,0.9111378860649119,5.6665471496672086e-46,0.08886211393508639
2016-02-26,5.2344802104602765e-51,0.619426326523221,2.173808066154477e-51,0.380573673476778
2016-02-29,5.040456541670669e-47,0.0396790323135188,5.248935951999998e-47,0.9603209676864806
2016-03-01,2.2801385815111703e-56,0.001306816838627349,7.171084779601165e-56,0.9986931831613729
2016-03-02,3.414255122758078e-50,0.41000718470171327,6.4735374325918e-50,0.5899928152982883
2016-03-03,2.5871240375427035e-55,0.0050446620673071825,1.638520106516161e-54,0.9949553379326928
2016-03-04,5.330127863114035e-48,0.037315815693838114,6.329533700043003e-47,0.9626841843061616
2016-03-07,2.742922038635758e-51,0.003528524184436148,6.7042474709473785e-50,0.9964714758155632
2016-03-08,6.2634654426884175e-49,0.0011086623469370636,3.954567319363368e-47,0.9988913376530638
2016-03-09,1.7513937981158555e-63,0.00018709425321014795,1.2357574693859114e-60,0.9998129057467904
2016-03-10,8.107792129234617e-58,0.00019646354333648748,2.508838920627276e-53,0.9998035364566638
2016-03-11,3.235115781646791e-50,0.003707666472799687,1.813208580346576e-44,0.9962923335272003
2016-03-14,9.173146702523078e-68,0.00042321038925305664,6.622301581689681e-62,0.9995767896107468
2016-03-15,9.022434844644978e-62,1.168917363054446e-05,2.475265240752323e-55,0.9999883108263694
2016-03-16,2.1178700687495555e-66,0.0001275780607556029,1.967752367974047e-60,0.9998724219392441
2016-03-17,2.77458783893258e-66,5.0825146399444836e-06,7.494904666206129e-60,0.9999949174853598
2016-03-18,1.5694441271400102e-59,9.561430839548673e-05,1.4381747400297372e-53,0.9999043856916044
2016-03-21,1.4044338080030666e-66,4.489734095795733e-06,4.086274485527039e-60,0.9999955102659042
2016-03-22,1.519690961083417e-59,9.375581490369117e-05,8.307435803432047e-53,0.9999062441850958
2016-03-23,1.822573631379228e-53,0.00010655602780813877,7.676248222055654e-47,0.9998934439721917
2016-03-24,3.724386059942327e-66,9.866506274766002e-05,1.5788314932054863e-59,0.9999013349372531
2016-03-25,8.976794240613705e-67,1.3412660130501538e-05,2.5985739524801596e-60,0.9999865873398701
2016-03-28,1.987235090938133e-56,0.0010131570415447396,1.4839876149697579e-49,0.9989868429584557
2016-03-29,9.358999294954217e-62,3.879361415197999e-05,3.250635505444782e-54,0.9999612063858482
2016-03-30,4.251788904534775e-55,0.0003363259297460639,4.593663008490363e-47,0.9996636740702548
2016-03-31,6.304103954926612e-65,0.0001318514934548592,7.865443941333996e-57,0.9998681485065449
2016-04-01,3.215519501473127e-58,0.0002343401482710668,1.0994366122616588e-50,0.9997656598517297
2016-04-04,5.801062413768567e-54,0.00014480281822969575,1.5251120537200162e-46,0.9998551971817708
2016-04-05,1.1080138310246646e-66,0.0007477051930826258,3.3079026505632384e-59,0.9992522948069169
2016-04-06,7.462002518265407e-57,0.0005620929770265817,2.5943906364445416e-49,0.9994379070229729
2016-04-07,5.930008701102801e-58,6.929702328843513e-05,4.0388136436664013e-51,0.9999307029767116
2016-04-08,4.776487598361312e-55,0.0004472584556356677,2.3123113296389927e-47,0.999552741544364
2016-04-11,5.879305122622147e-72,1.1281360977608006e-05,1.0182483511886248e-60,0.9999887186390227
2016-04-12,5.346584423541311e-66,3.6323669271715384e-05,2.1112690553743554e-54,0.9999636763307286
2016-04-13,8.994661714764114e-71,0.00013936903895436846,8.782518777769854e-59,0.9998606309610464
2016-04-14,8.032564489752658e-67,0.00012821591127095541,4.833323193721005e-49,0.9998717840887283
2016-04-15,6.29911309563359e-80,0.00022749483113466013,3.39598857202385e-62,0.9997725051688651
2016-04-18,2.1317838763274187e-76,6.872680050890922e-05,1.0377419740671322e-59,0.9999312731994903
2016-04-19,2.2709609934977234e-67,0.00029473648624761827,5.442162118689333e-50,0.9997052635137521
2016-04-20,2.455237368956795e-74,0.0002176707077490175,1.154690519301553e-56,0.9997823292922504
2016-04-21,3.806652417917916e-70,8.959196053704936e-05,8.207959829480808e-52,0.9999104080394627
2016-04-22,1.697005225616881e-77,5.535898010794112e-06,3.6880294310466545e-58,0.9999944641019891
2016-04-25,3.3022117716595726e-72,2.6909173895784165e-05,5.745509092047962e-52,0.9999730908261041
