date,0,1,2,3,4
2016-01-05,1.9296286842444566e-15,2.942956500423685e-16,8.36543239550618e-17,1.2395851381330813e-125,0.9999999999999964
2016-01-06,8.568775990083421e-13,1.755038060793329e-11,1.0278218777977555e-14,2.735871875054364e-100,0.9999999999815827
2016-01-07,1.496898906476009e-10,2.410663647404078e-10,3.318801718909245e-14,1.3219102539144418e-94,0.9999999996092122
2016-01-08,4.581352616141796e-14,4.341553049161338e-13,1.5332412646743752e-16,4.6923094259029024e-107,0.9999999999995204
2016-01-11,1.1180369568585744e-14,4.5044537489093035e-10,1.521079907654171e-16,1.4048507180332543e-91,0.9999999995495443
2016-01-12,8.408583004958924e-14,3.6157916771016956e-06,3.23437372150312e-16,2.2182691745854547e-67,0.999996384208238
2016-01-13,5.127748656665104e-10,3.5805148274025032e-06,4.14332053860254e-14,1.4344588198645283e-72,0.9999964189723577
2016-01-14,1.7167585769234717e-07,0.0003017776853189292,2.0635543662524694e-12,3.116053964912472e-61,0.9996980506367606
2016-01-15,4.737592019116811e-09,1.671308271176364e-10,6.937386766000019e-14,1.4176139296321865e-92,0.9999999950952088
2016-01-18,8.557155157453822e-15,1.1054906900278079e-21,2.711452099684996e-18,1.565076125664204e-167,0.9999999999999929
2016-01-19,1.3912253795321296e-17,1.149814590509478e-18,5.613103709489413e-20,9.630338435543862e-150,1.0
2016-01-20,9.202065073821025e-13,8.534350111825876e-17,2.7149655923629895e-17,3.193604795886665e-147,0.9999999999990798
2016-01-21,2.176424115301782e-22,4.9700775107306354e-29,3.7169953336383966e-22,2.376124612264197e-218,1.0
2016-01-22,8.398959787899867e-22,2.158938569095807e-21,9.264461993410598e-22,6.762508722887627e-177,1.0
2016-01-25,1.558159845279566e-17,3.430086973260441e-18,2.799100909065496e-19,2.2624516742392783e-141,1.0
2016-01-26,4.461777699628072e-21,8.387803692466375e-20,6.72224997617422e-22,1.573038035330615e-148,1.0
2016-01-27,8.072599131559387e-28,2.1479700220064442e-17,1.1136617959375038e-25,2.89656127280423e-128,1.0
2016-01-28,1.9934198057139815e-21,1.8367495482566435e-17,1.2028320456596479e-20,5.2342232368600255e-121,1.0
2016-01-29,1.2240177273093867e-18,1.275982208173137e-16,2.6816512910272317e-18,1.3415881196149867e-115,1.0
2016-02-01,2.1274047392080662e-16,1.0092559244436152e-14,5.233550521411013e-16,1.3084313325782983e-103,0.9999999999999893
2016-02-02,7.225208707584272e-11,9.072665667562561e-14,2.19459331319945e-12,3.4839577969504424e-99,0.9999999999254641
2016-02-03,9.363831334291268e-16,1.0209834193605867e-15,1.2777992710427715e-15,1.092781953136612e-111,0.9999999999999964
2016-02-04,2.3614432893387288e-14,4.947637717932308e-14,2.414274849802564e-15,1.1928654833315994e-102,0.9999999999999254
2016-02-05,1.3747771250043569e-10,3.2372004416560454e-11,2.7389482613555e-13,1.854323235961838e-85,0.9999999998298748
