date,0,1
2015-03-26,0.9999999986577421,1.3422590298178845e-09
2015-03-27,0.9999469607328693,5.303926713058481e-05
2015-03-30,0.9999901742622995,9.825737700827779e-06
2015-03-31,0.9999999994647162,5.352824005681176e-10
2015-04-01,0.9999999999201883,7.981341765868697e-11
2015-04-02,0.9999999999979998,1.999050762519191e-12
2015-04-03,0.9999999966968609,3.3031383294100515e-09
2015-04-06,0.9999989888603085,1.0111396920046199e-06
2015-04-07,0.9999994934306717,5.065693290340939e-07
2015-04-08,1.0,9.748679747991424e-17
2015-04-09,1.0,7.865223689143604e-22
2015-04-10,1.0,2.103319166606164e-17
2015-04-13,1.0,1.3514577787970106e-25
2015-04-14,1.0,4.209127629565106e-16
2015-04-15,0.999999999999531,4.68047866552293e-13
2015-04-16,0.9999999924125476,7.587452433334737e-09
2015-04-17,0.9999999999945111,5.4874102735387294e-12
2015-04-20,1.0,7.618258231509567e-30
2015-04-21,1.0,3.9553862166372374e-17
2015-04-22,1.0,1.9717621338318294e-20
2015-04-23,1.0,8.252454981334842e-24
2015-04-24,1.0,1.0351066514542714e-20
2015-04-27,0.9999999999999005,9.990002574679471e-14
2015-04-28,0.9999986636605815,1.3363394177195422e-06
2015-04-29,0.9999999312298146,6.877018456285994e-08
2015-04-30,0.999964510559487,3.548944051129714e-05
2015-05-01,0.9999999999999183,8.158397789071888e-14
2015-05-04,0.9999997033212096,2.9667879017847274e-07
2015-05-05,0.9999999419694329,5.803056782163715e-08
2015-05-06,0.9999999999471818,5.28177939030223e-11
2015-05-07,0.9999999999995133,4.859088702415585e-13
2015-05-08,0.9999972870039033,2.7129960978693e-06
2015-05-11,0.9999999962616535,3.738344827029375e-09
2015-05-12,0.9999999999990692,9.317995225154942e-13
2015-05-13,1.0,1.5158414118870946e-16
2015-05-14,0.999999999999936,6.275100904932456e-14
2015-05-15,0.999999962649867,3.7350132851251545e-08
2015-05-18,0.9999999998166373,1.833629498053653e-10
2015-05-19,1.0,5.714761542083318e-18
2015-05-20,1.0,7.594380654395427e-20
2015-05-21,0.9999999233390995,7.666090030850816e-08
2015-05-22,1.0,4.7809733644756957e-17
